Sensor_data:0.01,-0.03,1.02,-0.37,0.98,-1.34,0.04,
Sensor_data:0.00,-0.02,0.97,1.22,0.92,-1.40,-0.83,
Sensor_data:0.02,-0.04,1.03,0.43,0.79,-1.40,-0.64,
Sensor_data:-0.01,-0.00,0.97,-0.85,0.92,-1.28,0.04,
Sensor_data:-0.02,0.01,0.98,-1.04,1.16,-1.16,0.10,
Sensor_data:-0.02,0.02,0.97,1.16,0.98,-1.22,0.10,
Sensor_data:-0.01,0.00,0.98,1.34,0.98,-1.40,0.04,
Sensor_data:-0.02,-0.02,0.97,-0.98,0.92,-1.34,0.68,
Sensor_data:-0.01,0.07,1.04,-2.62,1.34,-1.16,0.72,
Sensor_data:-0.03,-0.02,0.87,1.04,0.85,-1.34,0.85,
Sensor_data:0.01,0.04,1.06,-0.24,1.22,-1.40,0.91,
Sensor_data:0.02,0.01,1.03,0.98,0.98,-1.53,0.27,
Sensor_data:0.02,-0.01,0.94,1.22,0.79,-1.53,-0.83,
Sensor_data:0.01,0.00,1.07,-1.53,1.34,-1.40,0.36,
Sensor_data:0.01,-0.04,0.96,0.31,0.98,-1.77,1.01,
Sensor_data:-0.01,-0.03,0.98,0.55,1.04,-1.46,1.04,
Sensor_data:0.01,-0.04,1.01,-0.18,1.04,-1.40,0.04,
Sensor_data:-0.01,-0.03,0.95,-0.06,0.85,-1.40,-0.89,
Sensor_data:-0.01,0.01,1.05,-1.40,1.10,-1.22,-0.51,
Sensor_data:0.01,-0.01,0.93,2.62,0.98,-1.53,-0.41,
Sensor_data:-0.01,-0.03,0.97,0.55,1.10,-1.34,-0.51,
Sensor_data:-0.04,0.04,1.09,-2.01,1.28,-1.16,-0.70,
Sensor_data:-0.01,0.05,0.95,-0.98,1.10,-1.16,-0.80,
Sensor_data:0.01,-0.01,0.95,1.65,0.98,-1.53,-0.70,
Sensor_data:0.01,-0.02,0.98,0.31,1.04,-1.22,-0.02,
Sensor_data:0.02,-0.04,1.02,-0.18,1.10,-1.16,0.94,
Sensor_data:0.01,-0.03,1.07,-0.79,0.98,-1.22,0.88,
Sensor_data:0.00,-0.01,0.99,-0.06,1.04,-1.34,0.17,
Sensor_data:-0.01,-0.02,0.98,0.98,0.92,-1.22,0.07,
Sensor_data:-0.02,-0.01,0.99,-0.12,0.98,-1.22,-0.48,
Sensor_data:-0.03,0.02,0.99,-0.98,1.04,-1.22,-0.41,
Sensor_data:0.00,0.04,1.02,-1.34,1.04,-1.16,-0.44,
Sensor_data:-0.00,-0.02,0.96,1.22,1.10,-1.22,-0.57,
Sensor_data:0.03,0.03,1.05,-0.18,1.34,-1.22,-0.64,
Sensor_data:0.01,0.03,0.99,0.67,0.79,-1.34,-0.06,
Sensor_data:-0.00,0.02,0.93,0.55,0.92,-1.22,1.14,
Sensor_data:0.02,0.02,0.99,2.32,1.10,-1.59,0.85,
Sensor_data:0.01,-0.03,0.92,2.62,0.85,-1.71,0.17,
Sensor_data:0.01,-0.02,1.05,-0.85,1.16,-1.53,-0.73,
Sensor_data:0.01,-0.02,1.00,-0.49,1.04,-1.34,0.07,
Sensor_data:-0.01,-0.02,1.03,0.37,0.92,-1.34,0.97,
Sensor_data:0.01,-0.03,1.01,0.85,0.98,-1.46,0.97,
Sensor_data:-0.01,-0.04,0.96,2.32,0.85,-1.53,0.14,
Sensor_data:-0.02,-0.02,1.01,0.12,1.04,-1.34,-0.73,
Sensor_data:-0.01,-0.00,1.02,-1.04,1.10,-1.10,-0.31,
Sensor_data:-0.00,0.05,1.02,-0.12,1.34,-1.46,-0.51,
Sensor_data:0.01,0.02,1.04,1.65,0.98,-1.53,-0.48,
Sensor_data:0.01,0.01,0.88,1.65,0.92,-1.46,-0.48,
Sensor_data:0.01,-0.01,1.13,-2.01,1.28,-1.10,0.07,
Sensor_data:-0.00,-0.04,1.01,-0.31,1.04,-1.40,0.85,
Sensor_data:0.03,-0.02,1.02,0.12,1.16,-1.40,0.85,
